assessment_number;brand_name;active_substance;disease_area;indication;gba_procedure_start_date;gba_first_resolution_date;gba_current_resolution_date;bundled_assessment;undergone_reevaluation;indication_label;subpopulation;patient_population_min;patient_population_max;patient_population_avg;appropriate_comparative_therapy;additional_benefit;applicant_company;assessment_status;full_assessment_status;assessment_type;gba_orphan_drug_status_during_evaluation;therapeutic_area;additional_benefit_best_subpopulation;endpoints;study_design;procedure_number;study_comparator
224;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, T790M-EGFR mutation;2016-03-15;2016-09-15;2016-09-15;No;No;TAGRISSO is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) and a positive epidermal growth factor receptor (EGFR) T790M mutation.;1b) Patients after pretreatment with an EGFR tyrosine kinase inhibitor - for patients for whom cytotoxic chemotherapy is not an option;560.0;2730.0;1645.0;Best supportive care (BSC);No additional benefit;AstraZeneca GmbH;Valid;Changed;First indication;No;Oncology;No additional benefit;FEV1, asthma symptoms, exacerbations, health-related quality of life, adverse events, morbidity, objective response rate (ORR), best overall response (BOR), progression-free survival (PFS), safety, AEs, SAEs, treatment discontinuations due to AEs, AEs with CTCAE grade ≥3, AEs with a frequency of ≥10%, exploratory endpoints, health-related quality of life and patient-reported symptoms, safety/tolerability, ORR, overall survival, progression-free survival, disease control rate, quality of life, symptomatology;"Study 1:  
Randomized Controlled Trial (RCT), double-blind, parallel";2016-03-15-D-219;"Study 1:  
Placebo"
1117;Tevimbra;tislelizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer (NSCLC), non-squamous, PD-L1 expression ≥ 50% of tumor cells (TC), first-line, combination with pemetrexed and platinum-based chemotherapy;2025-01-01;2025-06-15;2025-06-15;No;No;Not specified (assessment in progress);;;;;;;BeiGene Germany GmbH;In progress;In progress;New application area;No;Oncology;;;;;
460;Vizimpro;dacomitinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutation, first-line;2019-05-01;2019-10-17;2019-10-17;No;No;Vizimpro as monotherapy is used for the first-line treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutations (epidermal growth factor receptor, EGFR).;b) Adult patients with first-line treatment of locally advanced or metastatic NSCLC with activating EGFR mutations other than L858R or del 19;100.0;300.0;200.0;"Patient-specific therapy depending on the activating EGFR mutation with a choice of:
- afatinib, gefitinib, erlotinib, osimertinib
- cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed)
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed)
- carboplatin in combination with nab-paclitaxel
and
- monotherapy with gemcitabine or vinorelbine (only for patients with ECOG performance status 2 as an alternative to platinum-based combination treatment).";No additional benefit;Pfizer Pharma GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Progression-free survival (PFS), Overall survival (OS), Best overall response (BOR), Time to deterioration regarding pain (in chest or arm/shoulder), dyspnea, fatigue, or cough, Health-related quality of life measured by the EORTC QLQ-C30, Health status measured by the EQ-5D VAS, Overall survival at 30 months (OS30m), Duration of response (DoR), Time to treatment failure (TTF), Restricted mean survival time (RMST) for progression-free survival (PFS), Restricted mean survival time (RMST) for overall survival (OS), Safety and tolerability;"ARCHER 1050 (A7471050):  
Randomized Controlled Trial (RCT), open-label, active-controlled, parallel, multinational, multicenter, Phase III study";2019-05-01-D-442;"ARCHER 1050 (A7471050):
Gefitinib"
285;Alecensa;alectinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2017-05-01;2017-10-19;2017-10-19;No;No;Alecensa is used as monotherapy for the treatment of anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) in adult patients who have previously been treated with crizotinib.;b) Patients for whom treatment with docetaxel or pemetrexed or ceritinib is not an option;40.0;250.0;145.0;Best supportive care (BSC);No additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;Minor additional benefit;Overall Response Rate (assessed by IRC), Overall Response Rate (assessed by Investigator), Disease Control Rate (DCR), Duration of Response (DOR), Progression-Free Survival (PFS), Overall Survival (OS), Tolerability (AEs, SAEs, AEs leading to study discontinuation, AESI), Health-Related Quality of Life assessed by EORTC QLQ-C30/LC13, CNS Response (CORR, CDOR, CPR), Overall Response Rate (assessed by IRC) in patients pretreated with chemotherapy, Overall Response Rate (assessed by IRC) in treatment‐naïve patients, Progression-Free Survival (assessed by IRC and investigator), Progression-Free Survival, Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), 6-Month and 1-Year Survival Probability, Adverse Events, Patient Reported Outcomes (PRO) (Quality of Life, Lung Cancer-Specific Symptoms, Health Status), Safety/Tolerability;"NP28673:
Open-label, single-arm Phase I/II study in three parts

NP28761:
Open-label, single-arm Phase I/II study in adult patients with locally advanced (AJCC Stage IIIB) or metastatic (AJCC Stage IV) ALK-positive NSCLC who were treated after progression on Crizotinib";2017-05-01-D-281;"NP28673:
Pemetrexed + Carboplatin
Pemetrexed + Cisplatin

NP28761:
Crizotinib"
770;Gavreto;pralsetinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, non-small cell, RET-fusion+;2021-12-15;2022-06-16;2022-06-16;No;No;Gavreto is used as monotherapy for the treatment of adult patients with rearranged-during-transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) who have not previously been treated with a RET inhibitor.;d) Adults with RET fusion-positive, advanced non-small cell lung cancer (NSCLC) after first-line treatment with cytotoxic chemotherapy;20.0;80.0;50.0;"- Docetaxel (only for patients with PD-L1 negative tumors) or
- pemetrexed (only for patients with PD-L1 negative tumors and except for predominantly squamous cell histology) or
- nivolumab or
- pembrolizumab (only for patients with PD-L1 expressing tumors, PD-L1 expression ≥ 1% of tumor cells) or
- atezolizumab or
- docetaxel in combination with nintedanib (only for patients with PD-L1 negative tumors and adenocarcinoma histology)";No additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;No additional benefit;Determination of the MTD, Determination of the RP2D, Evaluation of safety and tolerability, Determination of the ORR, Pharmacokinetics, Pharmacodynamics, Antineoplastic activity, DOR, CBR, DCR, PFS, OS, Changes in patient-reported outcomes;"ARROW:  
Multicenter, international, single-arm, open-label Phase I/II study investigating the safety, pharmacokinetics, pharmacodynamics, and efficacy of Pralsetinib in adult patients with RET-fusion-positive non-small cell lung cancer (NSCLC) and other RET-altered solid tumors.";2021-12-15-D-757;Since this is a single-arm study, there is no direct comparison group or study comparator.
259;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, after prior chemotherapy;2016-08-15;2017-02-02;2017-02-02;No;No;KEYTRUDA is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with PD-L1-expressing tumors in adults who have previously undergone chemotherapy. Patients with EGFR- or ALK-positive tumor mutations should have received an approved therapy for these mutations prior to treatment with KEYTRUDA.;1) Patients for whom therapy with docetaxel, pemetrexed or nivolumab is indicated;3900.0;10800.0;7350.0;"- Docetaxel or
- pemetrexed or
- nivolumab
(Pemetrexed: except for predominantly squamous histology)";Considerable additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Overall survival, Progression-free survival, Disease symptomatology, Health-related quality of life, Adverse events;"KEYNOTE 010:
active-controlled, multicenter, open-label, parallel, Phase II/III, RCT (Randomized Controlled Trial)";2016-08-15-D-251;"KEYNOTE 010:  
Docetaxel"
314;Tecentriq;atezolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, after prior chemotherapy;2017-10-01;2018-03-16;2018-03-16;No;No;Tecentriq as monotherapy is used in adult patients for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy. Patients with activating EGFR mutations or ALK-positive tumor mutations should have already received therapy targeting these mutations prior to treatment with Tecentriq.;b) Atezolizumab as monotherapy for the treatment of adult patients with advanced non-small cell lung cancer for whom therapy with docetaxel, pemetrexed, nivolumab and pembrolizumab is not indicated after prior chemotherapy;12900.0;19200.0;16050.0;Best supportive care (BSC);No additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;Considerable additional benefit;Overall Survival, Progression-Free Survival (RECIST v1.1), Progression-Free Survival (modified RECIST v1.1), Objective Response Rate (RECIST v1.1), Objective Response Rate (modified RECIST v1.1), Duration of Response (RECIST v1.1), Duration of Response (modified RECIST v1.1), EORTC QLQ-C30, EORTC QLQ-LC13, EQ-5D-3L, Adverse Events;"GO28915 (OAK):  
open, parallel, Randomized Controlled Trial (RCT)";2017-10-01-D-313;"GO28915 (OAK):  
Docetaxel"
264;Zykadia;ceritinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2016-10-01;2015-12-17;2017-03-16;No;Yes;Zykadia is used in adult patients for the treatment of advanced, anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC) who have been pretreated with crizotinib.;2) Patients for whom treatment with docetaxel or pemetrexed is not an option;20.0;110.0;65.0;Best supportive care (BSC);No additional benefit;Novartis Pharma GmbH;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Considerable additional benefit;Progression-free survival, Overall survival, Tumor response (ORR, DCR, time to first response, duration of response), Intracranial tumor response (OIRR, IDCR, duration of intracranial response), Safety, Patient-reported outcomes: EORTC-QLQ-C30, EORTC-QLQ-LC13, LCSS, EQ-5D;"ASCEND-5:  
Randomized controlled Phase III study open parallel";2016-10-01-D-259;"ASCEND-5:  
Chemotherapy"
460;Vizimpro;dacomitinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutation, first-line;2019-05-01;2019-10-17;2019-10-17;No;No;Vizimpro as monotherapy is used for the first-line treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutations (epidermal growth factor receptor, EGFR).;a) Adult patients with first-line treatment of locally advanced or metastatic NSCLC with the activating EGFR mutations L858R1 or del 192;790.0;1910.0;1350.0;"- Afatinib or
- gefitinib or
- erlotinib or
- osimertinib";No additional benefit;Pfizer Pharma GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Progression-free survival (PFS), Overall survival (OS), Best overall response (BOR), Time to deterioration regarding pain (in chest or arm/shoulder), dyspnea, fatigue, or cough, Health-related quality of life measured by the EORTC QLQ-C30, Health status measured by the EQ-5D VAS, Overall survival at 30 months (OS30m), Duration of response (DoR), Time to treatment failure (TTF), Restricted mean survival time (RMST) for progression-free survival (PFS), Restricted mean survival time (RMST) for overall survival (OS), Safety and tolerability;"ARCHER 1050 (A7471050):
active controlled, multicenter, multinational, parallel, Phase III study, Randomized Controlled Trial (RCT), unblinded";2019-05-01-D-442;"ARCHER 1050 (A7471050):
Gefitinib"
186;Nivolumab BMS/Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, squamous cell histology, after prior chemotherapy;2015-08-15;2016-02-04;2016-02-04;Yes;No;OPDIVO is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with squamous cell histology after prior chemotherapy in adults.;2) Patients for whom treatment with docetaxel is not indicated;500.0;800.0;650.0;Best supportive care (BSC);No additional benefit;Bristol-Myers Squibb GmbH & Co. KGaA;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Overall Survival (OS), Index value of disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Generic quality of life according to EQ-5D, Safety and tolerability (AEs);"CA209-017:
open, parallel, RCT (Randomized Controlled Trial)";2015-08-15-D-184;"CA209-017:  
Docetaxel"
44;Xalkori;crizotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, pre-treated patients;2012-11-15;2013-05-02;2013-05-02;No;No;XALKORI is used in adults for the treatment of pretreated anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC).;a) Patients for whom chemotherapy is indicated.;340.0;340.0;340.0;"- Docetaxel or
- Pemetrexed for the treatment of patients for whom chemotherapy is indicated (these can particularly be patients with ECOG performance status 0, 1, and possibly 2).";Considerable additional benefit;Pfizer Pharma GmbH;Repealed;Repealed;First indication;No;Oncology;Considerable additional benefit;Progression-Free Survival, Overall Survival, Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), Disease Control Rate (DCR), 6-Month Survival Probability, 1-Year Survival Probability, Adverse Events, Patient Reported Outcomes (PRO);"NCT00932893:  
RCT (Randomized Controlled Trial), open, multicenter, multinational, two-arm, Phase III, efficacy and safety study";2012-11-15-D-040;"NCT00932893:  
Docetaxel, Pemetrexed"
867;Tabrecta;capmatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, METex14 skipping mutation, pre-treated patients;2022-08-15;2023-02-02;2023-02-02;No;No;Tabrecta as monotherapy is used to treat adult patients with advanced non-small cell lung cancer (NSCLC) with alterations leading to METex14 skipping (exon 14 skipping in the mesenchymal-epithelial transition factor gene) who require systemic therapy following treatment with immunotherapy and/or platinum-based chemotherapy.;a) Adults with advanced non-small cell lung cancer (NSCLC) with METex14 skipping (exon 14 skipping in the mesenchymal-epithelial transition factor gene) mutation after first-line therapy with a PD-1/PD-L1 antibody as monotherapy;80.0;130.0;105.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except for predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- monotherapy with gemcitabine or vinorelbine (only for patients with ECOG performance status 2 as an alternative to platinum-based combination treatment)";No additional benefit;Novartis Pharma GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Overall survival (OS), Progression-free survival (PFS), Overall response rate (ORR), Time to CNS progression (CNSprog), Time to treatment discontinuation due to adverse events (TDAE), Unplanned or prolonged hospitalization (upHOSP), Unplanned or prolonged hospitalization or death (upHOSP + D);"GEOMETRY mono-1 Study (Capmatinib): International data from the GEOMETRY mono-1 study are compared with retrospectively collected patient data from the nNGM cohort, which represents the German standard of care (SoC) or the defined appropriate comparison therapy (zVT).
RECAP: Non-randomized, comparative study investigating the efficacy and safety of Capmatinib in patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with METex14-skipping mutation. The study design includes prospectively collected data in the Capmatinib group and retrospective real-world data in accordance with G-BA guidelines.";2022-08-15-D-855;The comparator arm in the RECAP study is based on patient data from the nNGM cohort, which represents the German standard of care (SoC) as well as the defined appropriate comparison therapy (zVT). The patients were selected according to strict, G-BA-compliant inclusion and exclusion criteria and serve as an external control arm compared to the Capmatinib group of the GEOMETRY mono-1 study.
87;Giotrif;afatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutation, EGFR-TKI-naïve patients;2013-11-15;2014-05-08;2014-05-08;No;No;Giotrif® as monotherapy is used for the treatment of EGFR-TKI-naive adult patients with locally advanced and/or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutations.;1a) Previously untreated patients with ECOG performance status 0 or 1, patient group with EGFR mutation Del19;320.0;2180.0;1250.0;"- Gefitinib or erlotinib or
- cisplatin in combination with a third-generation cytostatic (Vinorelbine, Gemcitabine, Docetaxel, Paclitaxel, Pemetrexed) considering the respective approved indication";Considerable additional benefit;Boehringer Ingelheim Pharma GmbH & Co. KG;Repealed;Repealed;First indication;No;Oncology;Considerable additional benefit;Progression-free survival, Overall Survival, Objective Response Rate, Symptomatology (EORTC QLQ-C30, EORTC QLQ-LC13), Health-related quality of life (EORTC QLQ-C30, EQ-5D), Adverse events;"LUX-Lung 3 (NCT00949650):  
Randomized controlled trial (RCT), open-label, parallel, active-controlled, phase III study, multicenter multinational

LUX-Lung 6 (NCT01121393):  
RCT, open-label, parallel, active-controlled, phase III study, multicenter multinational";2013-11-15-D-082;"NCT00949650:  
Cisplatin + Pemetrexed  

NCT01121393:  
Cisplatin + Gemcitabine"
304;Zykadia;ceritinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, first-line;2017-08-01;2018-02-01;2018-02-01;No;No;Zykadia is used as monotherapy in adult patients for the first-line treatment of advanced, anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC).;As area of application according to approval;350.0;850.0;600.0;Crizotinib;No additional benefit;Novartis Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Progression-free survival, Overall survival, Overall response rate, Disease control rate, Time to first response, Duration of response, Overall intracranial response rate, Intracranial disease control rate, Intracranial clinical benefit rate, Duration of intracranial response, Safety, EORTC-QLQ-C30, EORTC-QLQ-LC13, LCSS, EQ-5D;"ASCEND-4:  
Randomized controlled Phase III study open parallel";2017-08-01-D-296;"ASCEND-4:  
Carboplatin + Pemetrexed  
Cisplatin + Pemetrexed"
942;Tremelimumab AstraZeneca;tremelimumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR/ALK-negative, first-line, combination with durvalumab and platinum-based chemotherapy;2023-04-01;2023-10-05;2023-10-05;No;No;Tremelimumab AstraZeneca in combination with durvalumab and platinum-based chemotherapy is indicated in adults for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) without sensitizing EGFR mutations or ALK-positive mutations.;a) Adults with metastatic NSCLC with PD-L1 expression ≥ 50% without genomic EGFR or ALK tumor mutations, first-line therapy;3860.0;6850.0;5355.0;"- Pembrolizumab as monotherapy or
- atezolizumab as monotherapy or
- cemiplimab as monotherapy or
- nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0-1) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for patients with ECOG PS 0-1 and squamous NSCLC) or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with bevacizumab, paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC)";No additional benefit;AstraZeneca GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Overall survival, Progression-free survival, Objective response rate, Progression-free survival 2, EORTC QLQ-C30, EORTC QLQ-LC13, EQ-5D Visual Analog Scale, Patient Global Impression of Change, Adverse events;"POSEIDON 1:  
Randomized, controlled, open-label, multicenter, global Phase III study with allocation ratio of 1:1:1";2023-04-01-D-923;"POSEIDON 1:  
CTx (Platinum-based chemotherapy)"
176;Zykadia;ceritinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2015-07-01;2015-12-17;2015-12-17;No;No;Zykadia is used in adult patients for the treatment of advanced, anaplastic lymphoma kinase (ALK)-positive, non-small cell lung cancer (NSCLC), who have been pretreated with crizotinib.;2) Patients for whom treatment with Docetaxel or Pemetrexed is not an option;20.0;110.0;65.0;Best supportive care (BSC);No additional benefit;Novartis Pharma GmbH;Repealed;Repealed;First indication;No;Oncology;No additional benefit;Determination of the MTD of Ceritinib, Safety and tolerability, Pharmacokinetics with single and multiple dosing, Antiproliferative activity, Objective response rate (ORR), Progression-free survival (PFS), Overall survival, Duration of response (DOR)*, Time to response (TTR)*, Disease control rate (DCR)*, 6-month and 1-year survival probability, Adverse events, Patient-reported outcomes (PRO) (quality of life, lung cancer-specific symptoms, health status);"PROFILE 1007:  
Open, multicenter, randomized, controlled study (Phase III)";2015-07-01-D-171;PROFILE 1007: Historical Comparison: Docetaxel vs. Pemetrexed
209;Xalkori;crizotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, first-line;2016-01-01;2016-06-16;2016-06-16;No;No;XALKORI is used in adults for the first-line treatment of anaplastic lymphoma kinase (ALK)-positive advanced non-small cell lung cancer (NSCLC).;As area of application according to approval;300.0;900.0;600.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed), taking into account the approval status or
- carboplatin in combination with a third-generation cytostatic (only for patients with an increased risk of cisplatin-induced side effects as part of combination therapy
Patients with ECOG performance status 2:
- as an alternative to platinum-based combination treatment: monotherapy with gemcitabine or vinorelbine";Considerable additional benefit;Pfizer Pharma GmbH;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Progression-Free Survival, Overall Survival, Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), Disease Control Rate (DCR), 6-Month and 1-Year Survival Probability, Adverse Events, Patient Reported Outcomes (PRO) (Quality of Life, Lung Cancer-Specific Symptoms, Health Status), Safety/Tolerability;Randomized Controlled Trial (RCT), efficacy and safety study, multicenter, multinational, open, Phase III, two-arm;2016-01-01-D-205;Chemotherapy (platinum-based combination treatment with pemetrexed)
630;Yervoy;ipilimumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, first-line, combination with nivolumab and platinum-based chemotherapy;2020-12-15;2021-06-03;2021-06-03;No;No;Yervoy is indicated in combination with nivolumab and 2 cycles of platinum-based chemotherapy for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) in adults whose tumors do not have a sensitizing EGFR mutation or ALK translocation.;"b) Adult patients with metastatic non-small cell lung cancer (NSCLC) with a Tumor Proportion Score [TPS] of < 50% (PD-L1 expression) and without EGFR mutations or ALK translocations; first-line treatment";10630.0;11500.0;11065.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except for predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for patients with non-squamous histology) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for patients with squamous histology)";Minor additional benefit;Bristol-Myers Squibb Pharma EEIG;Valid;Valid;New application area;No;Oncology;Minor additional benefit;Overall Survival (OS), Disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Health status according to EQ-5D-VAS, Adverse Events;"CA209-9LA:  
open, parallel, RCT (Randomized Controlled Trial)";2020-12-15-D-629;"CA209-9LA:  
Platinum-based chemotherapy"
227;Portrazza;necitumumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer;2016-04-01;2016-09-15;2016-09-15;No;No;Portrazza is indicated in combination with gemcitabine and cisplatin chemotherapy for the treatment of adult patients with locally advanced or metastatic epidermal growth factor receptor (EGFR)-expressing squamous non-small cell lung cancer who have not previously received chemotherapy for this stage of the disease.;As area of application according to approval;6300.0;7700.0;7000.0;Cisplatin in combination with a third-generation cytostatic drug (vinorelbine or gemcitabine or docetaxel or paclitaxel), taking into account the approval status.;No additional benefit;Lilly Deutschland GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Overall Survival (OS), Progression-Free Survival (PFS), Endpoints for disease symptomatology (LCSS), Endpoints for health-related quality of life (EQ-5D, LCSS), Safety endpoints;"SQUIRE:
2-arm parallel, international, multicenter, open, RCT (Randomized controlled trial)";2016-04-01-D-221;"SQUIRE:  
Gemcitabine + Cisplatin"
977;Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, PD-L1 expression ≥ 1%, neoadjuvant therapy, combination with platinum-based chemotherapy;2023-08-01;2024-02-01;2024-02-01;No;No;Opdivo is indicated in combination with platinum-based chemotherapy for the neoadjuvant treatment of resectable non-small cell lung cancer with tumor cell PD-L1 expression ≥ 1 % in adults at high risk of recurrence.;"Adults with resectable non-small cell lung cancer with tumor cell PD-L1 expression ≥ 1% with high risk of recurrence; neoadjuvant therapy";110.0;990.0;550.0;"Patient-specific therapy with selection of
• preoperative (neoadjuvant) systemic chemotherapy with selection of
  - cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed) and
  - carboplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed) and
• simultaneous radiochemotherapy with platinum-based (cisplatin or carboplatin) combination chemotherapy
taking into account the tumor stage, the tumor histology, the presence of a Pancoast tumor and the achievability of an R0 resection, as well as the prerequisites for the use of carboplatin.";Non-quantifiable additional benefit;Bristol-Myers Squibb GmbH & Co. KGaA;Valid;Valid;New application area;No;Oncology;Non-quantifiable additional benefit;Pathologic Complete Response (pCR) according to BIPR, Event-Free Survival (EFS) according to BICR, Overall Survival (OS), Health status according to EQ-5D VAS, Adverse Events;"CA209-816:  
Randomized controlled trial (RCT), open-label, parallel adults with resectable non-small cell lung cancer (NSCLC) stage IB (≥ 4 cm) – IIIA (according to the International Association for the Study of Lung Cancer (IASLC) 7th edition)";2023-08-01-D-966;"CA209-816:  
Chemotherapy"
248;Xalkori;crizotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, pre-treated patients;2016-07-01;2013-05-02;2016-12-15;No;Yes;XALKORI is used in adults for the treatment of previously treated anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC).;b) Patients for whom chemotherapy is not indicated;140.0;140.0;140.0;Best supportive care (BSC) for the treatment of patients for whom chemotherapy is not indicated (these may be in particular patients with ECOG performance status 4, 3 and possibly 2).;No additional benefit;Pfizer Pharma GmbH;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Considerable additional benefit;Progression-Free Survival (PFS), Overall Survival (OS), Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), Disease Control Rate (DCR), 6-Month and 1-Year Survival Probability, Adverse Events, Patient-Reported Outcomes (PRO);"PROFILE1007:  
efficacy and safety study, multicenter, multinational, open, Phase III, RCT (Randomized Controlled Trial), two-arm";2016-07-01-D-240;"PROFILE1007:  
Docetaxel, Pemetrexed"
222;Cyramza;ramucirumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer;2016-03-01;2016-09-01;2016-09-01;No;No;Ramucirumab (Cyramza®) is indicated in combination with docetaxel for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer with tumor progression after platinum-containing chemotherapy.;As area of application according to approval;5900.0;15400.0;10650.0;"- Docetaxel or
- pemetrexed (pemetrexed: except for predominantly squamous histology) or
- gefitinib or erlotinib (only for patients with activating EGFR mutations who have not yet been pretreated with afatinib, gefitinib or erlotinib) or
- crizotinib (only for patients with activating ALK mutations who have not yet been pretreated with crizotinib)";No additional benefit;Lilly Deutschland GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Overall survival, Progression-free survival, Objective response rate, Quality of life (EORTC QLQ-C30, EQ-5D), Safety;"RAISE (I4T-MCJVBB):  
RCT (Randomized Controlled Trial), double-blind, parallel";2016-03-01-D-217;"RAISE (I4T-MCJVBB):  
Placebo + FOLFIRI"
